species	assembly_accession	assembly_name	cultivar	species_dir	ensembl_dir	has_gff3	has_gtf	gff3_url	gtf_url	match_evidence
Triticum aestivum	GCA_949126075.2	EI_Triticum_aestivum_paragon_v3		Triticum_aestivum_GCA_949126075.2	triticum_aestivum_paragon	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/triticum_aestivum_paragon/Triticum_aestivum_paragon.GCA949126075v1.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/triticum_aestivum_paragon/Triticum_aestivum_paragon.GCA949126075v1.62.chr.gtf.gz	accession appears in Ensembl directory or filenames
