species	local_incomplete_count	ensembl_dir	match_type	exact_accession_count	assembly_name_match_count	has_gff3	has_gtf	gff3_url	gtf_url	gff3_listing_status	gtf_listing_status	observed_accessions	exact_accessions	assembly_name_matches
Hordeum vulgare	171	hordeum_vulgare_hor6220	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor6220/Hordeum_vulgare_hor6220.Hvulgare_HOR_6220_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor6220/Hordeum_vulgare_hor6220.Hvulgare_HOR_6220_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783315.1
Hordeum vulgare	171	hordeum_vulgare_hor7172	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor7172/Hordeum_vulgare_hor7172.Hvulgare_HOR_7172_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor7172/Hordeum_vulgare_hor7172.Hvulgare_HOR_7172_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783325.1
Hordeum vulgare	171	hordeum_vulgare_hor7385	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor7385/Hordeum_vulgare_hor7385.Hvulgare_HOR_7385_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor7385/Hordeum_vulgare_hor7385.Hvulgare_HOR_7385_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783575.1
Hordeum vulgare	171	hordeum_vulgare_hor7552	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor7552/Hordeum_vulgare_hor7552.Hvulgare_HOR_7552_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor7552/Hordeum_vulgare_hor7552.Hvulgare_HOR_7552_BPGv2.62.chr.gtf.gz	cached	cached			GCA_951815805.1
Hordeum vulgare	171	hordeum_vulgare_hor8117	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor8117/Hordeum_vulgare_hor8117.Hvulgare_HOR_8117_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor8117/Hordeum_vulgare_hor8117.Hvulgare_HOR_8117_BPGv2.62.chr.gtf.gz	cached	cached			GCA_951816725.1
Hordeum vulgare	171	hordeum_vulgare_hor8148	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor8148/Hordeum_vulgare_hor8148.Hvulgare_HOR_8148_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor8148/Hordeum_vulgare_hor8148.Hvulgare_HOR_8148_BPGv2.62.chr.gtf.gz	cached	cached			GCA_951816905.1
Hordeum vulgare	171	hordeum_vulgare_hor9043	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor9043/Hordeum_vulgare_hor9043.Hvulgare_HOR_9043_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor9043/Hordeum_vulgare_hor9043.Hvulgare_HOR_9043_BPGv2.62.chr.gtf.gz	cached	cached			GCA_951817035.1
Hordeum vulgare	171	hordeum_vulgare_hor9972	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor9972/Hordeum_vulgare_hor9972.Hvulgare_HOR_9972_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor9972/Hordeum_vulgare_hor9972.Hvulgare_HOR_9972_BPGv2.62.chr.gtf.gz	cached	cached			GCA_951816845.1
Hordeum vulgare	171	hordeum_vulgare_igri	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_igri/Hordeum_vulgare_igri.Hvulgare_Igri_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_igri/Hordeum_vulgare_igri.Hvulgare_Igri_BPGv2.62.chr.gtf.gz	cached	cached			GCA_951816695.1
Hordeum vulgare	171	hordeum_vulgare_maximus	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_maximus/Hordeum_vulgare_maximus.Hvulgare_cv_Maximus_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_maximus/Hordeum_vulgare_maximus.Hvulgare_cv_Maximus_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783115.1
Hordeum vulgare	171	hordeum_vulgare_oun333	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_oun333/Hordeum_vulgare_oun333.Hvulgare_OUN333_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_oun333/Hordeum_vulgare_oun333.Hvulgare_OUN333_BPGv2.62.chr.gtf.gz	cached	cached			GCA_951816885.1
Hordeum vulgare	171	hordeum_vulgare_rgtplanet	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_rgtplanet/Hordeum_vulgare_rgtplanet.Hvulgare_cv_RGT_Planet_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_rgtplanet/Hordeum_vulgare_rgtplanet.Hvulgare_cv_RGT_Planet_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783135.1
Hordeum vulgare	171	hordeum_vulgare_tritex	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_tritex/Hordeum_vulgare_tritex.Morex_V2_scaf.62.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_tritex/Hordeum_vulgare_tritex.Morex_V2_scaf.62.gtf.gz	cached	cached			GCA_903813605.1
Hordeum vulgare	171	hordeum_vulgare_wbdc078	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_wbdc078/Hordeum_vulgare_wbdc078.Hvulgare_WBDC_078_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_wbdc078/Hordeum_vulgare_wbdc078.Hvulgare_WBDC_078_BPGv2.62.chr.gtf.gz	fetched	fetched			GCA_951816965.1
Hordeum vulgare	171	hordeum_vulgare_wbdc103	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_wbdc103/Hordeum_vulgare_wbdc103.Hvulgare_WBDC_103_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_wbdc103/Hordeum_vulgare_wbdc103.Hvulgare_WBDC_103_BPGv2.62.chr.gtf.gz	fetched	fetched			GCA_951817075.1
Hordeum vulgare	171	hordeum_vulgare_wbdc133	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_wbdc133/Hordeum_vulgare_wbdc133.Hvulgare_WBDC_133_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_wbdc133/Hordeum_vulgare_wbdc133.Hvulgare_WBDC_133_BPGv2.62.chr.gtf.gz	fetched	fetched			GCA_951816855.1
Hordeum vulgare	171	hordeum_vulgare_wbdc184	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_wbdc184/Hordeum_vulgare_wbdc184.Hvulgare_WBDC_184_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_wbdc184/Hordeum_vulgare_wbdc184.Hvulgare_WBDC_184_BPGv2.62.chr.gtf.gz	fetched	fetched			GCA_951816615.1
Hordeum vulgare	171	hordeum_vulgare_wbdc199	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_wbdc199/Hordeum_vulgare_wbdc199.Hvulgare_WBDC_199_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_wbdc199/Hordeum_vulgare_wbdc199.Hvulgare_WBDC_199_BPGv2.62.chr.gtf.gz	fetched	fetched			GCA_951816745.1
Hordeum vulgare	171	hordeum_vulgare_wbdc207	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_wbdc207/Hordeum_vulgare_wbdc207.Hvulgare_WBDC_207_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_wbdc207/Hordeum_vulgare_wbdc207.Hvulgare_WBDC_207_BPGv2.62.chr.gtf.gz	fetched	fetched			GCA_951816575.1
Hordeum vulgare	171	hordeum_vulgare_wbdc237	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_wbdc237/Hordeum_vulgare_wbdc237.Hvulgare_WBDC_237_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_wbdc237/Hordeum_vulgare_wbdc237.Hvulgare_WBDC_237_BPGv2.62.chr.gtf.gz	fetched	fetched			GCA_951816835.1
Hordeum vulgare	171	hordeum_vulgare_wbdc348	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_wbdc348/Hordeum_vulgare_wbdc348.Hvulgare_WBDC_348_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_wbdc348/Hordeum_vulgare_wbdc348.Hvulgare_WBDC_348_BPGv2.62.chr.gtf.gz	fetched	fetched			GCA_951817375.1
Hordeum vulgare	171	hordeum_vulgare_wbdc349	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_wbdc349/Hordeum_vulgare_wbdc349.Hvulgare_WBDC_349_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_wbdc349/Hordeum_vulgare_wbdc349.Hvulgare_WBDC_349_BPGv2.62.chr.gtf.gz	fetched	fetched			GCA_951817435.1
