species	local_incomplete_count	ensembl_dir	match_type	exact_accession_count	assembly_name_match_count	has_gff3	has_gtf	gff3_url	gtf_url	gff3_listing_status	gtf_listing_status	observed_accessions	exact_accessions	assembly_name_matches
Glycine max	32	glycine_max	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/glycine_max/Glycine_max.Glycine_max_v2.1.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/glycine_max/Glycine_max.Glycine_max_v2.1.62.chr.gtf.gz	cached	cached			
Helianthus annuus	2	helianthus_annuus	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/helianthus_annuus/Helianthus_annuus.HanXRQr2.0-SUNRISE.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/helianthus_annuus/Helianthus_annuus.HanXRQr2.0-SUNRISE.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare/Hordeum_vulgare.MorexV3_pseudomolecules_assembly.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare/Hordeum_vulgare.MorexV3_pseudomolecules_assembly.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_10tj18	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_10tj18/Hordeum_vulgare_10tj18.Hvulgare_10TJ18_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_10tj18/Hordeum_vulgare_10tj18.Hvulgare_10TJ18_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_aizu6	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_aizu6/Hordeum_vulgare_aizu6.Hvulgare_cv_Aizu6_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_aizu6/Hordeum_vulgare_aizu6.Hvulgare_cv_Aizu6_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_akashinriki	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_akashinriki/Hordeum_vulgare_akashinriki.Hvulgare_cv_Akashinriki_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_akashinriki/Hordeum_vulgare_akashinriki.Hvulgare_cv_Akashinriki_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_barke	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_barke/Hordeum_vulgare_barke.Hvulgare_cv_Barke_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_barke/Hordeum_vulgare_barke.Hvulgare_cv_Barke_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_bonus	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_bonus/Hordeum_vulgare_bonus.Hvulgare_cv_Bonus_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_bonus/Hordeum_vulgare_bonus.Hvulgare_cv_Bonus_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_bowman	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_bowman/Hordeum_vulgare_bowman.Hvulgare_cv_Bowman_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_bowman/Hordeum_vulgare_bowman.Hvulgare_cv_Bowman_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_chikurinibaraki1	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_chikurinibaraki1/Hordeum_vulgare_chikurinibaraki1.Hvulgare_cv_Chikurin_Ibaraki1_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_chikurinibaraki1/Hordeum_vulgare_chikurinibaraki1.Hvulgare_cv_Chikurin_Ibaraki1_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_foma	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_foma/Hordeum_vulgare_foma.Hvulgare_cv_Foma_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_foma/Hordeum_vulgare_foma.Hvulgare_cv_Foma_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_ft11	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_ft11/Hordeum_vulgare_ft11.Hvulgare_FT11_B1K_04_12_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_ft11/Hordeum_vulgare_ft11.Hvulgare_FT11_B1K_04_12_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_ft144	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_ft144/Hordeum_vulgare_ft144.Hvulgare_FT144_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_ft144/Hordeum_vulgare_ft144.Hvulgare_FT144_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_ft262	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_ft262/Hordeum_vulgare_ft262.Hvulgare_FT262_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_ft262/Hordeum_vulgare_ft262.Hvulgare_FT262_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_ft286	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_ft286/Hordeum_vulgare_ft286.Hvulgare_FT286_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_ft286/Hordeum_vulgare_ft286.Hvulgare_FT286_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_ft333	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_ft333/Hordeum_vulgare_ft333.Hvulgare_FT333_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_ft333/Hordeum_vulgare_ft333.Hvulgare_FT333_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_ft628	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_ft628/Hordeum_vulgare_ft628.Hvulgare_FT628_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_ft628/Hordeum_vulgare_ft628.Hvulgare_FT628_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_ft67	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_ft67/Hordeum_vulgare_ft67.Hvulgare_FT67_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_ft67/Hordeum_vulgare_ft67.Hvulgare_FT67_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_ft880	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_ft880/Hordeum_vulgare_ft880.Hvulgare_FT880_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_ft880/Hordeum_vulgare_ft880.Hvulgare_FT880_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_goldenmelon	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_goldenmelon/Hordeum_vulgare_goldenmelon.Hvulgare_cv_Golden_Melon_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_goldenmelon/Hordeum_vulgare_goldenmelon.Hvulgare_cv_Golden_Melon_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_goldenpromise	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_goldenpromise/Hordeum_vulgare_goldenpromise.Hvulgare_cv_Golden_Promise_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_goldenpromise/Hordeum_vulgare_goldenpromise.Hvulgare_cv_Golden_Promise_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_hid055	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hid055/Hordeum_vulgare_hid055.Hvulgare_HID055_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hid055/Hordeum_vulgare_hid055.Hvulgare_HID055_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_hid101	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hid101/Hordeum_vulgare_hid101.Hvulgare_HID101_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hid101/Hordeum_vulgare_hid101.Hvulgare_HID101_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_hid249	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hid249/Hordeum_vulgare_hid249.Hvulgare_HID249_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hid249/Hordeum_vulgare_hid249.Hvulgare_HID249_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_hid357	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hid357/Hordeum_vulgare_hid357.Hvulgare_HID357_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hid357/Hordeum_vulgare_hid357.Hvulgare_HID357_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_hid380	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hid380/Hordeum_vulgare_hid380.Hvulgare_HID380_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hid380/Hordeum_vulgare_hid380.Hvulgare_HID380_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_hockett	species_only	0	0	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hockett/Hordeum_vulgare_hockett.Hvulgare_cv_Hockett_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hockett/Hordeum_vulgare_hockett.Hvulgare_cv_Hockett_BPGv2.62.chr.gtf.gz	cached	cached			
Hordeum vulgare	171	hordeum_vulgare_hor10096	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor10096/Hordeum_vulgare_hor10096.Hvulgare_HOR_10096_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor10096/Hordeum_vulgare_hor10096.Hvulgare_HOR_10096_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783525.1
Hordeum vulgare	171	hordeum_vulgare_hor10350	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor10350/Hordeum_vulgare_hor10350.Hvulgare_HOR_10350_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor10350/Hordeum_vulgare_hor10350.Hvulgare_HOR_10350_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783515.1
Hordeum vulgare	171	hordeum_vulgare_hor10892	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor10892/Hordeum_vulgare_hor10892.Hvulgare_HOR_10892_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor10892/Hordeum_vulgare_hor10892.Hvulgare_HOR_10892_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783585.1
Hordeum vulgare	171	hordeum_vulgare_hor1168	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor1168/Hordeum_vulgare_hor1168.Hvulgare_HOR_1168_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor1168/Hordeum_vulgare_hor1168.Hvulgare_HOR_1168_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783555.1
Hordeum vulgare	171	hordeum_vulgare_hor12184	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor12184/Hordeum_vulgare_hor12184.Hvulgare_HOR_12184_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor12184/Hordeum_vulgare_hor12184.Hvulgare_HOR_12184_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783505.1
Hordeum vulgare	171	hordeum_vulgare_hor12541	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor12541/Hordeum_vulgare_hor12541.Hvulgare_HOR_12541_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor12541/Hordeum_vulgare_hor12541.Hvulgare_HOR_12541_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783565.1
Hordeum vulgare	171	hordeum_vulgare_hor13594	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor13594/Hordeum_vulgare_hor13594.Hvulgare_HOR_13594_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor13594/Hordeum_vulgare_hor13594.Hvulgare_HOR_13594_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783455.1
Hordeum vulgare	171	hordeum_vulgare_hor13663	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor13663/Hordeum_vulgare_hor13663.Hvulgare_HOR_13663_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor13663/Hordeum_vulgare_hor13663.Hvulgare_HOR_13663_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783385.1
Hordeum vulgare	171	hordeum_vulgare_hor13821	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor13821/Hordeum_vulgare_hor13821.Hvulgare_HOR_13821_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor13821/Hordeum_vulgare_hor13821.Hvulgare_HOR_13821_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783395.1
Hordeum vulgare	171	hordeum_vulgare_hor13942	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor13942/Hordeum_vulgare_hor13942.Hvulgare_HOR_13942_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor13942/Hordeum_vulgare_hor13942.Hvulgare_HOR_13942_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783295.1
Hordeum vulgare	171	hordeum_vulgare_hor14061	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor14061/Hordeum_vulgare_hor14061.Hvulgare_HOR_14061_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor14061/Hordeum_vulgare_hor14061.Hvulgare_HOR_14061_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783355.1
Hordeum vulgare	171	hordeum_vulgare_hor14121	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor14121/Hordeum_vulgare_hor14121.Hvulgare_HOR_14121_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor14121/Hordeum_vulgare_hor14121.Hvulgare_HOR_14121_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783365.1
Hordeum vulgare	171	hordeum_vulgare_hor14273	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor14273/Hordeum_vulgare_hor14273.Hvulgare_HOR_14273_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor14273/Hordeum_vulgare_hor14273.Hvulgare_HOR_14273_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783335.1
Hordeum vulgare	171	hordeum_vulgare_hor1702	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor1702/Hordeum_vulgare_hor1702.Hvulgare_HOR_1702_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor1702/Hordeum_vulgare_hor1702.Hvulgare_HOR_1702_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783535.1
Hordeum vulgare	171	hordeum_vulgare_hor18321	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor18321/Hordeum_vulgare_hor18321.Hvulgare_HOR_18321_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor18321/Hordeum_vulgare_hor18321.Hvulgare_HOR_18321_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783465.1
Hordeum vulgare	171	hordeum_vulgare_hor19184	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor19184/Hordeum_vulgare_hor19184.Hvulgare_HOR_19184_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor19184/Hordeum_vulgare_hor19184.Hvulgare_HOR_19184_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783405.1
Hordeum vulgare	171	hordeum_vulgare_hor21256	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor21256/Hordeum_vulgare_hor21256.Hvulgare_HOR_21256_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor21256/Hordeum_vulgare_hor21256.Hvulgare_HOR_21256_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783305.1
Hordeum vulgare	171	hordeum_vulgare_hor21322	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor21322/Hordeum_vulgare_hor21322.Hvulgare_HOR_21322_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor21322/Hordeum_vulgare_hor21322.Hvulgare_HOR_21322_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783445.1
Hordeum vulgare	171	hordeum_vulgare_hor21595	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor21595/Hordeum_vulgare_hor21595.Hvulgare_HOR_21595_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor21595/Hordeum_vulgare_hor21595.Hvulgare_HOR_21595_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783375.1
Hordeum vulgare	171	hordeum_vulgare_hor21599	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor21599/Hordeum_vulgare_hor21599.Hvulgare_HOR_21599_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor21599/Hordeum_vulgare_hor21599.Hvulgare_HOR_21599_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783435.1
Hordeum vulgare	171	hordeum_vulgare_hor2180	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor2180/Hordeum_vulgare_hor2180.Hvulgare_HOR_2180_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor2180/Hordeum_vulgare_hor2180.Hvulgare_HOR_2180_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783285.1
Hordeum vulgare	171	hordeum_vulgare_hor2779	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor2779/Hordeum_vulgare_hor2779.Hvulgare_HOR_2779_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor2779/Hordeum_vulgare_hor2779.Hvulgare_HOR_2779_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783485.1
Hordeum vulgare	171	hordeum_vulgare_hor2830	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor2830/Hordeum_vulgare_hor2830.Hvulgare_HOR_2830_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor2830/Hordeum_vulgare_hor2830.Hvulgare_HOR_2830_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783545.1
Hordeum vulgare	171	hordeum_vulgare_hor3081	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor3081/Hordeum_vulgare_hor3081.Hvulgare_HOR_3081_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor3081/Hordeum_vulgare_hor3081.Hvulgare_HOR_3081_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783495.1
Hordeum vulgare	171	hordeum_vulgare_hor3365	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor3365/Hordeum_vulgare_hor3365.Hvulgare_HOR_3365_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor3365/Hordeum_vulgare_hor3365.Hvulgare_HOR_3365_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783415.1
Hordeum vulgare	171	hordeum_vulgare_hor3474	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor3474/Hordeum_vulgare_hor3474.Hvulgare_HOR_3474_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor3474/Hordeum_vulgare_hor3474.Hvulgare_HOR_3474_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783475.1
Hordeum vulgare	171	hordeum_vulgare_hor4224	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor4224/Hordeum_vulgare_hor4224.Hvulgare_HOR_4224_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor4224/Hordeum_vulgare_hor4224.Hvulgare_HOR_4224_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783345.1
Hordeum vulgare	171	hordeum_vulgare_hor495	assembly_name	0	1	yes	yes	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gff3/hordeum_vulgare_hor495/Hordeum_vulgare_hor495.Hvulgare_HOR_495_BPGv2.62.chr.gff3.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/plants/current/gtf/hordeum_vulgare_hor495/Hordeum_vulgare_hor495.Hvulgare_HOR_495_BPGv2.62.chr.gtf.gz	cached	cached			GCA_949783425.1
