status	species	common_name	assembly_accession	assembly_name	assembly_level	source	cultivar	bioproject	species_dir	has_genome	has_gff3	has_gtf	has_readme_zh	has_readme_en	part_or_aria2_files	genome_size_bytes	gff3_size_bytes	gtf_size_bytes	directory_size_bytes	genome_path	gff3_path	gtf_path	genome_url	gff3_url	gtf_url	phytozome_note
只有基因组：缺少 GFF3/GTF 注释	Arachis hypogaea	peanut	GCA_016103905.1	Haihua1_v1	Chromosome	NCBI GenBank	Haihua1	PRJNA680825	Arachis_hypogaea_GCA_016103905.1	yes	no	no	no	no	0	765765995	0	0	765767444	Arachis_hypogaea_GCA_016103905.1/genome/GCA_016103905.1_Haihua1_v1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/103/905/GCA_016103905.1_Haihua1_v1/GCA_016103905.1_Haihua1_v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/103/905/GCA_016103905.1_Haihua1_v1/GCA_016103905.1_Haihua1_v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/103/905/GCA_016103905.1_Haihua1_v1/GCA_016103905.1_Haihua1_v1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Arachis hypogaea	peanut	GCA_019914975.1	ASM1991497v1	Contig	NCBI GenBank	KAUST	PRJNA739547	Arachis_hypogaea_GCA_019914975.1	yes	no	no	no	no	0	12770703	0	0	12772166	Arachis_hypogaea_GCA_019914975.1/genome/GCA_019914975.1_ASM1991497v1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/914/975/GCA_019914975.1_ASM1991497v1/GCA_019914975.1_ASM1991497v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/914/975/GCA_019914975.1_ASM1991497v1/GCA_019914975.1_ASM1991497v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/914/975/GCA_019914975.1_ASM1991497v1/GCA_019914975.1_ASM1991497v1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Arachis hypogaea	peanut	GCA_019915045.1	ASM1991504v1	Contig	NCBI GenBank	KAUST	PRJNA674723	Arachis_hypogaea_GCA_019915045.1	yes	no	no	no	no	0	758379393	0	0	758380856	Arachis_hypogaea_GCA_019915045.1/genome/GCA_019915045.1_ASM1991504v1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/915/045/GCA_019915045.1_ASM1991504v1/GCA_019915045.1_ASM1991504v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/915/045/GCA_019915045.1_ASM1991504v1/GCA_019915045.1_ASM1991504v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/915/045/GCA_019915045.1_ASM1991504v1/GCA_019915045.1_ASM1991504v1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Arachis hypogaea	peanut	GCA_022829005.1	arahy.TennRed.gnm1	Chromosome	NCBI GenBank	Tennessee Red	PRJNA801227	Arachis_hypogaea_GCA_022829005.1	yes	no	no	no	no	0	764222610	0	0	764224147	Arachis_hypogaea_GCA_022829005.1/genome/GCA_022829005.1_arahy.TennRed.gnm1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/829/005/GCA_022829005.1_arahy.TennRed.gnm1/GCA_022829005.1_arahy.TennRed.gnm1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/829/005/GCA_022829005.1_arahy.TennRed.gnm1/GCA_022829005.1_arahy.TennRed.gnm1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/829/005/GCA_022829005.1_arahy.TennRed.gnm1/GCA_022829005.1_arahy.TennRed.gnm1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Arachis hypogaea	peanut	GCA_028451205.1	arahy.BaileyII.gnm1.genome_main	Chromosome	NCBI GenBank	Bailey_II	PRJNA675616	Arachis_hypogaea_GCA_028451205.1	yes	no	no	no	no	0	764934887	0	0	764936550	Arachis_hypogaea_GCA_028451205.1/genome/GCA_028451205.1_arahy.BaileyII.gnm1.genome_main_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/451/205/GCA_028451205.1_arahy.BaileyII.gnm1.genome_main/GCA_028451205.1_arahy.BaileyII.gnm1.genome_main_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/451/205/GCA_028451205.1_arahy.BaileyII.gnm1.genome_main/GCA_028451205.1_arahy.BaileyII.gnm1.genome_main_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/451/205/GCA_028451205.1_arahy.BaileyII.gnm1.genome_main/GCA_028451205.1_arahy.BaileyII.gnm1.genome_main_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Arachis hypogaea	peanut	GCA_054824515.1	ASM5482451v1	Complete Genome	NCBI GenBank	AABB; YunnanRainbow	PRJNA1259200	Arachis_hypogaea_GCA_054824515.1	yes	no	no	no	no	0	768742128	0	0	768743615	Arachis_hypogaea_GCA_054824515.1/genome/GCA_054824515.1_ASM5482451v1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/515/GCA_054824515.1_ASM5482451v1/GCA_054824515.1_ASM5482451v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/515/GCA_054824515.1_ASM5482451v1/GCA_054824515.1_ASM5482451v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/515/GCA_054824515.1_ASM5482451v1/GCA_054824515.1_ASM5482451v1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Arachis hypogaea	peanut	GCA_054824525.1	ASM5482452v1	Complete Genome	NCBI GenBank	AABB; Huayu23	PRJNA1259200	Arachis_hypogaea_GCA_054824525.1	yes	no	no	no	no	0	772559215	0	0	772560696	Arachis_hypogaea_GCA_054824525.1/genome/GCA_054824525.1_ASM5482452v1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/525/GCA_054824525.1_ASM5482452v1/GCA_054824525.1_ASM5482452v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/525/GCA_054824525.1_ASM5482452v1/GCA_054824525.1_ASM5482452v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/525/GCA_054824525.1_ASM5482452v1/GCA_054824525.1_ASM5482452v1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Arachis hypogaea	peanut	GCA_054824565.1	ASM5482456v1	Complete Genome	NCBI GenBank	AABB; Chedouzi	PRJNA1259200	Arachis_hypogaea_GCA_054824565.1	yes	no	no	no	no	0	771250506	0	0	771251988	Arachis_hypogaea_GCA_054824565.1/genome/GCA_054824565.1_ASM5482456v1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/565/GCA_054824565.1_ASM5482456v1/GCA_054824565.1_ASM5482456v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/565/GCA_054824565.1_ASM5482456v1/GCA_054824565.1_ASM5482456v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/565/GCA_054824565.1_ASM5482456v1/GCA_054824565.1_ASM5482456v1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Arachis hypogaea	peanut	GCA_054824585.1	ASM5482458v1	Complete Genome	NCBI GenBank	AABB; LaiyangSilihong	PRJNA1259200	Arachis_hypogaea_GCA_054824585.1	yes	no	no	no	no	0	764900370	0	0	764901859	Arachis_hypogaea_GCA_054824585.1/genome/GCA_054824585.1_ASM5482458v1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/585/GCA_054824585.1_ASM5482458v1/GCA_054824585.1_ASM5482458v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/585/GCA_054824585.1_ASM5482458v1/GCA_054824585.1_ASM5482458v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/824/585/GCA_054824585.1_ASM5482458v1/GCA_054824585.1_ASM5482458v1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_000397105.1	BvvSeq-1	Scaffold	NCBI GenBank	KDH13	PRJNA176558	Beta_vulgaris_GCA_000397105.1	yes	no	no	no	no	0	138759473	0	0	138760892	Beta_vulgaris_GCA_000397105.1/genome/GCA_000397105.1_BvvSeq-1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/397/105/GCA_000397105.1_BvvSeq-1/GCA_000397105.1_BvvSeq-1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/397/105/GCA_000397105.1_BvvSeq-1/GCA_000397105.1_BvvSeq-1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/397/105/GCA_000397105.1_BvvSeq-1/GCA_000397105.1_BvvSeq-1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_000510365.1	KDHBv-1.0.1	Scaffold	NCBI GenBank	KWS_DH1440	PRJNA41497	Beta_vulgaris_GCA_000510365.1	yes	no	no	no	no	0	151956263	0	0	151957716	Beta_vulgaris_GCA_000510365.1/genome/GCA_000510365.1_KDHBv-1.0.1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/365/GCA_000510365.1_KDHBv-1.0.1/GCA_000510365.1_KDHBv-1.0.1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/365/GCA_000510365.1_KDHBv-1.0.1/GCA_000510365.1_KDHBv-1.0.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/365/GCA_000510365.1_KDHBv-1.0.1/GCA_000510365.1_KDHBv-1.0.1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_000510465.1	UMSBv-1.0.1	Scaffold	NCBI GenBank	STR06A6001	PRJNA41497	Beta_vulgaris_GCA_000510465.1	yes	no	no	no	no	0	168209078	0	0	168210531	Beta_vulgaris_GCA_000510465.1/genome/GCA_000510465.1_UMSBv-1.0.1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/465/GCA_000510465.1_UMSBv-1.0.1/GCA_000510465.1_UMSBv-1.0.1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/465/GCA_000510465.1_UMSBv-1.0.1/GCA_000510465.1_UMSBv-1.0.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/465/GCA_000510465.1_UMSBv-1.0.1/GCA_000510465.1_UMSBv-1.0.1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_000510485.1	YMoBv-1.0.1	Scaffold	NCBI GenBank	SynMono DH	PRJNA41497	Beta_vulgaris_GCA_000510485.1	yes	no	no	no	no	0	146255979	0	0	146257432	Beta_vulgaris_GCA_000510485.1/genome/GCA_000510485.1_YMoBv-1.0.1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/485/GCA_000510485.1_YMoBv-1.0.1/GCA_000510485.1_YMoBv-1.0.1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/485/GCA_000510485.1_YMoBv-1.0.1/GCA_000510485.1_YMoBv-1.0.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/485/GCA_000510485.1_YMoBv-1.0.1/GCA_000510485.1_YMoBv-1.0.1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_000510875.1	YTiBv-1.0.1	Scaffold	NCBI GenBank	SynTilling DH	PRJNA41497	Beta_vulgaris_GCA_000510875.1	yes	no	no	no	no	0	150224740	0	0	150226196	Beta_vulgaris_GCA_000510875.1/genome/GCA_000510875.1_YTiBv-1.0.1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/875/GCA_000510875.1_YTiBv-1.0.1/GCA_000510875.1_YTiBv-1.0.1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/875/GCA_000510875.1_YTiBv-1.0.1/GCA_000510875.1_YTiBv-1.0.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/875/GCA_000510875.1_YTiBv-1.0.1/GCA_000510875.1_YTiBv-1.0.1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_000510975.1	RefBeet-1.1.1	Chromosome	NCBI GenBank	KWS2320	PRJNA41497	Beta_vulgaris_GCA_000510975.1	yes	no	no	no	no	0	159573100	0	0	159574572	Beta_vulgaris_GCA_000510975.1/genome/GCA_000510975.1_RefBeet-1.1.1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/975/GCA_000510975.1_RefBeet-1.1.1/GCA_000510975.1_RefBeet-1.1.1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/975/GCA_000510975.1_RefBeet-1.1.1/GCA_000510975.1_RefBeet-1.1.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/975/GCA_000510975.1_RefBeet-1.1.1/GCA_000510975.1_RefBeet-1.1.1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_000729925.1	BvulgarisC0t1.0	Contig	NCBI GenBank	bolting resistant 	PRJNA241492	Beta_vulgaris_GCA_000729925.1	yes	no	no	no	no	0	377758	0	0	379258	Beta_vulgaris_GCA_000729925.1/genome/GCA_000729925.1_BvulgarisC0t1.0_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/729/925/GCA_000729925.1_BvulgarisC0t1.0/GCA_000729925.1_BvulgarisC0t1.0_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/729/925/GCA_000729925.1_BvulgarisC0t1.0/GCA_000729925.1_BvulgarisC0t1.0_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/729/925/GCA_000729925.1_BvulgarisC0t1.0/GCA_000729925.1_BvulgarisC0t1.0_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_002917755.1	EL10_1.0	Chromosome	NCBI GenBank	EL10	PRJNA413079	Beta_vulgaris_GCA_002917755.1	yes	no	no	no	no	0	167818314	0	0	167819734	Beta_vulgaris_GCA_002917755.1/genome/GCA_002917755.1_EL10_1.0_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/917/755/GCA_002917755.1_EL10_1.0/GCA_002917755.1_EL10_1.0_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/917/755/GCA_002917755.1_EL10_1.0/GCA_002917755.1_EL10_1.0_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/917/755/GCA_002917755.1_EL10_1.0/GCA_002917755.1_EL10_1.0_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_005862445.2	Bmar-1.0.1	Scaffold	NCBI GenBank	WB42	PRJNA527013	Beta_vulgaris_GCA_005862445.2	yes	no	no	no	no	0	180460805	0	0	180462245	Beta_vulgaris_GCA_005862445.2/genome/GCA_005862445.2_Bmar-1.0.1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/862/445/GCA_005862445.2_Bmar-1.0.1/GCA_005862445.2_Bmar-1.0.1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/862/445/GCA_005862445.2_Bmar-1.0.1/GCA_005862445.2_Bmar-1.0.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/862/445/GCA_005862445.2_Bmar-1.0.1/GCA_005862445.2_Bmar-1.0.1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_018282175.1	Chard-1.0	Scaffold	NCBI GenBank	M4021	PRJNA667824	Beta_vulgaris_GCA_018282175.1	yes	no	no	no	no	0	185350114	0	0	185351546	Beta_vulgaris_GCA_018282175.1/genome/GCA_018282175.1_Chard-1.0_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/282/175/GCA_018282175.1_Chard-1.0/GCA_018282175.1_Chard-1.0_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/282/175/GCA_018282175.1_Chard-1.0/GCA_018282175.1_Chard-1.0_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/282/175/GCA_018282175.1_Chard-1.0/GCA_018282175.1_Chard-1.0_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_031328045.1	ASM3132804v1	Scaffold	NCBI GenBank	EL-A15-00005, /population of 25 sequenced to 80X depth	PRJNA945940	Beta_vulgaris_GCA_031328045.1	yes	no	no	no	no	0	208988072	0	0	208989580	Beta_vulgaris_GCA_031328045.1/genome/GCA_031328045.1_ASM3132804v1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/045/GCA_031328045.1_ASM3132804v1/GCA_031328045.1_ASM3132804v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/045/GCA_031328045.1_ASM3132804v1/GCA_031328045.1_ASM3132804v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/045/GCA_031328045.1_ASM3132804v1/GCA_031328045.1_ASM3132804v1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_031328075.1	ASM3132807v1	Scaffold	NCBI GenBank	EL-A15-00005, /population of 25 sequenced to 80X depth	PRJNA945939	Beta_vulgaris_GCA_031328075.1	yes	no	no	no	no	0	94249638	0	0	94251146	Beta_vulgaris_GCA_031328075.1/genome/GCA_031328075.1_ASM3132807v1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/075/GCA_031328075.1_ASM3132807v1/GCA_031328075.1_ASM3132807v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/075/GCA_031328075.1_ASM3132807v1/GCA_031328075.1_ASM3132807v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/075/GCA_031328075.1_ASM3132807v1/GCA_031328075.1_ASM3132807v1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_031328085.1	ASM3132808v1	Scaffold	NCBI GenBank	EL-A024967, /population of 25 sequenced to 80X depth	PRJNA945942	Beta_vulgaris_GCA_031328085.1	yes	no	no	no	no	0	235469248	0	0	235470754	Beta_vulgaris_GCA_031328085.1/genome/GCA_031328085.1_ASM3132808v1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/085/GCA_031328085.1_ASM3132808v1/GCA_031328085.1_ASM3132808v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/085/GCA_031328085.1_ASM3132808v1/GCA_031328085.1_ASM3132808v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/085/GCA_031328085.1_ASM3132808v1/GCA_031328085.1_ASM3132808v1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_031328155.1	ASM3132815v1	Scaffold	NCBI GenBank	EL-A024967, /population of 25 sequenced to 80X depth	PRJNA945941	Beta_vulgaris_GCA_031328155.1	yes	no	no	no	no	0	118571723	0	0	118573229	Beta_vulgaris_GCA_031328155.1/genome/GCA_031328155.1_ASM3132815v1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/155/GCA_031328155.1_ASM3132815v1/GCA_031328155.1_ASM3132815v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/155/GCA_031328155.1_ASM3132815v1/GCA_031328155.1_ASM3132815v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/328/155/GCA_031328155.1_ASM3132815v1/GCA_031328155.1_ASM3132815v1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_034399315.1	USDA_Bvulg_FC308_v0.1	Scaffold	NCBI GenBank	FC308	PRJNA923373	Beta_vulgaris_GCA_034399315.1	yes	no	no	no	no	0	119306270	0	0	119307819	Beta_vulgaris_GCA_034399315.1/genome/GCA_034399315.1_USDA_Bvulg_FC308_v0.1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/399/315/GCA_034399315.1_USDA_Bvulg_FC308_v0.1/GCA_034399315.1_USDA_Bvulg_FC308_v0.1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/399/315/GCA_034399315.1_USDA_Bvulg_FC308_v0.1/GCA_034399315.1_USDA_Bvulg_FC308_v0.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/399/315/GCA_034399315.1_USDA_Bvulg_FC308_v0.1/GCA_034399315.1_USDA_Bvulg_FC308_v0.1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_034509745.1	USDA_Bvulg_FC709-3_v1.3	Chromosome	NCBI GenBank	FC709-3	PRJNA882839	Beta_vulgaris_GCA_034509745.1	yes	no	no	no	no	0	201860034	0	0	201861607	Beta_vulgaris_GCA_034509745.1/genome/GCA_034509745.1_USDA_Bvulg_FC709-3_v1.3_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/745/GCA_034509745.1_USDA_Bvulg_FC709-3_v1.3/GCA_034509745.1_USDA_Bvulg_FC709-3_v1.3_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/745/GCA_034509745.1_USDA_Bvulg_FC709-3_v1.3/GCA_034509745.1_USDA_Bvulg_FC709-3_v1.3_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/745/GCA_034509745.1_USDA_Bvulg_FC709-3_v1.3/GCA_034509745.1_USDA_Bvulg_FC709-3_v1.3_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_034554615.1	USDA_Bvm_604511_v1.1	Chromosome	NCBI GenBank	PI 604511	PRJNA1021247	Beta_vulgaris_GCA_034554615.1	yes	no	no	no	no	0	226988885	0	0	226990433	Beta_vulgaris_GCA_034554615.1/genome/GCA_034554615.1_USDA_Bvm_604511_v1.1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/554/615/GCA_034554615.1_USDA_Bvm_604511_v1.1/GCA_034554615.1_USDA_Bvm_604511_v1.1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/554/615/GCA_034554615.1_USDA_Bvm_604511_v1.1/GCA_034554615.1_USDA_Bvm_604511_v1.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/554/615/GCA_034554615.1_USDA_Bvm_604511_v1.1/GCA_034554615.1_USDA_Bvm_604511_v1.1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_034554625.1	USDA_Bvm_604511_v1.2	Chromosome	NCBI GenBank	PI 604511	PRJNA1021248	Beta_vulgaris_GCA_034554625.1	yes	no	no	no	no	0	194054236	0	0	194055784	Beta_vulgaris_GCA_034554625.1/genome/GCA_034554625.1_USDA_Bvm_604511_v1.2_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/554/625/GCA_034554625.1_USDA_Bvm_604511_v1.2/GCA_034554625.1_USDA_Bvm_604511_v1.2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/554/625/GCA_034554625.1_USDA_Bvm_604511_v1.2/GCA_034554625.1_USDA_Bvm_604511_v1.2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/554/625/GCA_034554625.1_USDA_Bvm_604511_v1.2/GCA_034554625.1_USDA_Bvm_604511_v1.2_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
只有基因组：缺少 GFF3/GTF 注释	Beta vulgaris	sugar beet	GCA_034640415.1	USDA_Bvulg_FC309_v0.1	Scaffold	NCBI GenBank	20211021	PRJNA880324	Beta_vulgaris_GCA_034640415.1	yes	no	no	no	no	0	128038333	0	0	128039887	Beta_vulgaris_GCA_034640415.1/genome/GCA_034640415.1_USDA_Bvulg_FC309_v0.1_genomic.fna.gz			https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/415/GCA_034640415.1_USDA_Bvulg_FC309_v0.1/GCA_034640415.1_USDA_Bvulg_FC309_v0.1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/415/GCA_034640415.1_USDA_Bvulg_FC309_v0.1/GCA_034640415.1_USDA_Bvulg_FC309_v0.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/415/GCA_034640415.1_USDA_Bvulg_FC309_v0.1/GCA_034640415.1_USDA_Bvulg_FC309_v0.1_genomic.gtf.gz	Phytozome 暂不下载，仅后续记录可用性
