species	common_name	taxon_id	assembly_accession	assembly_name	assembly_level	source	source_release	genome_url	annotation_url	annotation_format	gff3_url	gtf_url	genome_size_bytes	annotation_size_bytes	gff3_size_bytes	gtf_size_bytes	md5_url	selection_reason	cultivar	bioproject	phytozome_note	status	skip_reason
Hordeum vulgare	barley	4513	GCA_949783295.1	Hvulgare_HOR_13942_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/295/GCA_949783295.1_Hvulgare_HOR_13942_BPGv2/GCA_949783295.1_Hvulgare_HOR_13942_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/295/GCA_949783295.1_Hvulgare_HOR_13942_BPGv2/GCA_949783295.1_Hvulgare_HOR_13942_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/295/GCA_949783295.1_Hvulgare_HOR_13942_BPGv2/GCA_949783295.1_Hvulgare_HOR_13942_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/295/GCA_949783295.1_Hvulgare_HOR_13942_BPGv2/GCA_949783295.1_Hvulgare_HOR_13942_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/295/GCA_949783295.1_Hvulgare_HOR_13942_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783305.1	Hvulgare_HOR_21256_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/305/GCA_949783305.1_Hvulgare_HOR_21256_BPGv2/GCA_949783305.1_Hvulgare_HOR_21256_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/305/GCA_949783305.1_Hvulgare_HOR_21256_BPGv2/GCA_949783305.1_Hvulgare_HOR_21256_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/305/GCA_949783305.1_Hvulgare_HOR_21256_BPGv2/GCA_949783305.1_Hvulgare_HOR_21256_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/305/GCA_949783305.1_Hvulgare_HOR_21256_BPGv2/GCA_949783305.1_Hvulgare_HOR_21256_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/305/GCA_949783305.1_Hvulgare_HOR_21256_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783315.1	Hvulgare_HOR_6220_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/315/GCA_949783315.1_Hvulgare_HOR_6220_BPGv2/GCA_949783315.1_Hvulgare_HOR_6220_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/315/GCA_949783315.1_Hvulgare_HOR_6220_BPGv2/GCA_949783315.1_Hvulgare_HOR_6220_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/315/GCA_949783315.1_Hvulgare_HOR_6220_BPGv2/GCA_949783315.1_Hvulgare_HOR_6220_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/315/GCA_949783315.1_Hvulgare_HOR_6220_BPGv2/GCA_949783315.1_Hvulgare_HOR_6220_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/315/GCA_949783315.1_Hvulgare_HOR_6220_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783325.1	Hvulgare_HOR_7172_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/325/GCA_949783325.1_Hvulgare_HOR_7172_BPGv2/GCA_949783325.1_Hvulgare_HOR_7172_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/325/GCA_949783325.1_Hvulgare_HOR_7172_BPGv2/GCA_949783325.1_Hvulgare_HOR_7172_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/325/GCA_949783325.1_Hvulgare_HOR_7172_BPGv2/GCA_949783325.1_Hvulgare_HOR_7172_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/325/GCA_949783325.1_Hvulgare_HOR_7172_BPGv2/GCA_949783325.1_Hvulgare_HOR_7172_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/325/GCA_949783325.1_Hvulgare_HOR_7172_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783335.1	Hvulgare_HOR_14273_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/335/GCA_949783335.1_Hvulgare_HOR_14273_BPGv2/GCA_949783335.1_Hvulgare_HOR_14273_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/335/GCA_949783335.1_Hvulgare_HOR_14273_BPGv2/GCA_949783335.1_Hvulgare_HOR_14273_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/335/GCA_949783335.1_Hvulgare_HOR_14273_BPGv2/GCA_949783335.1_Hvulgare_HOR_14273_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/335/GCA_949783335.1_Hvulgare_HOR_14273_BPGv2/GCA_949783335.1_Hvulgare_HOR_14273_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/335/GCA_949783335.1_Hvulgare_HOR_14273_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783345.1	Hvulgare_HOR_4224_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/345/GCA_949783345.1_Hvulgare_HOR_4224_BPGv2/GCA_949783345.1_Hvulgare_HOR_4224_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/345/GCA_949783345.1_Hvulgare_HOR_4224_BPGv2/GCA_949783345.1_Hvulgare_HOR_4224_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/345/GCA_949783345.1_Hvulgare_HOR_4224_BPGv2/GCA_949783345.1_Hvulgare_HOR_4224_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/345/GCA_949783345.1_Hvulgare_HOR_4224_BPGv2/GCA_949783345.1_Hvulgare_HOR_4224_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/345/GCA_949783345.1_Hvulgare_HOR_4224_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783355.1	Hvulgare_HOR_14061_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/355/GCA_949783355.1_Hvulgare_HOR_14061_BPGv2/GCA_949783355.1_Hvulgare_HOR_14061_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/355/GCA_949783355.1_Hvulgare_HOR_14061_BPGv2/GCA_949783355.1_Hvulgare_HOR_14061_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/355/GCA_949783355.1_Hvulgare_HOR_14061_BPGv2/GCA_949783355.1_Hvulgare_HOR_14061_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/355/GCA_949783355.1_Hvulgare_HOR_14061_BPGv2/GCA_949783355.1_Hvulgare_HOR_14061_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/355/GCA_949783355.1_Hvulgare_HOR_14061_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783365.1	Hvulgare_HOR_14121_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/365/GCA_949783365.1_Hvulgare_HOR_14121_BPGv2/GCA_949783365.1_Hvulgare_HOR_14121_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/365/GCA_949783365.1_Hvulgare_HOR_14121_BPGv2/GCA_949783365.1_Hvulgare_HOR_14121_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/365/GCA_949783365.1_Hvulgare_HOR_14121_BPGv2/GCA_949783365.1_Hvulgare_HOR_14121_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/365/GCA_949783365.1_Hvulgare_HOR_14121_BPGv2/GCA_949783365.1_Hvulgare_HOR_14121_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/365/GCA_949783365.1_Hvulgare_HOR_14121_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783375.1	Hvulgare_HOR_21595_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/375/GCA_949783375.1_Hvulgare_HOR_21595_BPGv2/GCA_949783375.1_Hvulgare_HOR_21595_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/375/GCA_949783375.1_Hvulgare_HOR_21595_BPGv2/GCA_949783375.1_Hvulgare_HOR_21595_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/375/GCA_949783375.1_Hvulgare_HOR_21595_BPGv2/GCA_949783375.1_Hvulgare_HOR_21595_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/375/GCA_949783375.1_Hvulgare_HOR_21595_BPGv2/GCA_949783375.1_Hvulgare_HOR_21595_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/375/GCA_949783375.1_Hvulgare_HOR_21595_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783385.1	Hvulgare_HOR_13663_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/385/GCA_949783385.1_Hvulgare_HOR_13663_BPGv2/GCA_949783385.1_Hvulgare_HOR_13663_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/385/GCA_949783385.1_Hvulgare_HOR_13663_BPGv2/GCA_949783385.1_Hvulgare_HOR_13663_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/385/GCA_949783385.1_Hvulgare_HOR_13663_BPGv2/GCA_949783385.1_Hvulgare_HOR_13663_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/385/GCA_949783385.1_Hvulgare_HOR_13663_BPGv2/GCA_949783385.1_Hvulgare_HOR_13663_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/385/GCA_949783385.1_Hvulgare_HOR_13663_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783395.1	Hvulgare_HOR_13821_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/395/GCA_949783395.1_Hvulgare_HOR_13821_BPGv2/GCA_949783395.1_Hvulgare_HOR_13821_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/395/GCA_949783395.1_Hvulgare_HOR_13821_BPGv2/GCA_949783395.1_Hvulgare_HOR_13821_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/395/GCA_949783395.1_Hvulgare_HOR_13821_BPGv2/GCA_949783395.1_Hvulgare_HOR_13821_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/395/GCA_949783395.1_Hvulgare_HOR_13821_BPGv2/GCA_949783395.1_Hvulgare_HOR_13821_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/395/GCA_949783395.1_Hvulgare_HOR_13821_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783405.1	Hvulgare_HOR_19184_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/405/GCA_949783405.1_Hvulgare_HOR_19184_BPGv2/GCA_949783405.1_Hvulgare_HOR_19184_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/405/GCA_949783405.1_Hvulgare_HOR_19184_BPGv2/GCA_949783405.1_Hvulgare_HOR_19184_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/405/GCA_949783405.1_Hvulgare_HOR_19184_BPGv2/GCA_949783405.1_Hvulgare_HOR_19184_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/405/GCA_949783405.1_Hvulgare_HOR_19184_BPGv2/GCA_949783405.1_Hvulgare_HOR_19184_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/405/GCA_949783405.1_Hvulgare_HOR_19184_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783415.1	Hvulgare_HOR_3365_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/415/GCA_949783415.1_Hvulgare_HOR_3365_BPGv2/GCA_949783415.1_Hvulgare_HOR_3365_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/415/GCA_949783415.1_Hvulgare_HOR_3365_BPGv2/GCA_949783415.1_Hvulgare_HOR_3365_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/415/GCA_949783415.1_Hvulgare_HOR_3365_BPGv2/GCA_949783415.1_Hvulgare_HOR_3365_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/415/GCA_949783415.1_Hvulgare_HOR_3365_BPGv2/GCA_949783415.1_Hvulgare_HOR_3365_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/415/GCA_949783415.1_Hvulgare_HOR_3365_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783425.1	Hvulgare_HOR_495_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/425/GCA_949783425.1_Hvulgare_HOR_495_BPGv2/GCA_949783425.1_Hvulgare_HOR_495_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/425/GCA_949783425.1_Hvulgare_HOR_495_BPGv2/GCA_949783425.1_Hvulgare_HOR_495_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/425/GCA_949783425.1_Hvulgare_HOR_495_BPGv2/GCA_949783425.1_Hvulgare_HOR_495_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/425/GCA_949783425.1_Hvulgare_HOR_495_BPGv2/GCA_949783425.1_Hvulgare_HOR_495_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/425/GCA_949783425.1_Hvulgare_HOR_495_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783435.1	Hvulgare_HOR_21599_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/435/GCA_949783435.1_Hvulgare_HOR_21599_BPGv2/GCA_949783435.1_Hvulgare_HOR_21599_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/435/GCA_949783435.1_Hvulgare_HOR_21599_BPGv2/GCA_949783435.1_Hvulgare_HOR_21599_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/435/GCA_949783435.1_Hvulgare_HOR_21599_BPGv2/GCA_949783435.1_Hvulgare_HOR_21599_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/435/GCA_949783435.1_Hvulgare_HOR_21599_BPGv2/GCA_949783435.1_Hvulgare_HOR_21599_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/435/GCA_949783435.1_Hvulgare_HOR_21599_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783445.1	Hvulgare_HOR_21322_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/445/GCA_949783445.1_Hvulgare_HOR_21322_BPGv2/GCA_949783445.1_Hvulgare_HOR_21322_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/445/GCA_949783445.1_Hvulgare_HOR_21322_BPGv2/GCA_949783445.1_Hvulgare_HOR_21322_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/445/GCA_949783445.1_Hvulgare_HOR_21322_BPGv2/GCA_949783445.1_Hvulgare_HOR_21322_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/445/GCA_949783445.1_Hvulgare_HOR_21322_BPGv2/GCA_949783445.1_Hvulgare_HOR_21322_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/445/GCA_949783445.1_Hvulgare_HOR_21322_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783455.1	Hvulgare_HOR_13594_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/455/GCA_949783455.1_Hvulgare_HOR_13594_BPGv2/GCA_949783455.1_Hvulgare_HOR_13594_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/455/GCA_949783455.1_Hvulgare_HOR_13594_BPGv2/GCA_949783455.1_Hvulgare_HOR_13594_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/455/GCA_949783455.1_Hvulgare_HOR_13594_BPGv2/GCA_949783455.1_Hvulgare_HOR_13594_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/455/GCA_949783455.1_Hvulgare_HOR_13594_BPGv2/GCA_949783455.1_Hvulgare_HOR_13594_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/455/GCA_949783455.1_Hvulgare_HOR_13594_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783465.1	Hvulgare_HOR_18321_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/465/GCA_949783465.1_Hvulgare_HOR_18321_BPGv2/GCA_949783465.1_Hvulgare_HOR_18321_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/465/GCA_949783465.1_Hvulgare_HOR_18321_BPGv2/GCA_949783465.1_Hvulgare_HOR_18321_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/465/GCA_949783465.1_Hvulgare_HOR_18321_BPGv2/GCA_949783465.1_Hvulgare_HOR_18321_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/465/GCA_949783465.1_Hvulgare_HOR_18321_BPGv2/GCA_949783465.1_Hvulgare_HOR_18321_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/465/GCA_949783465.1_Hvulgare_HOR_18321_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783475.1	Hvulgare_HOR_3474_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/475/GCA_949783475.1_Hvulgare_HOR_3474_BPGv2/GCA_949783475.1_Hvulgare_HOR_3474_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/475/GCA_949783475.1_Hvulgare_HOR_3474_BPGv2/GCA_949783475.1_Hvulgare_HOR_3474_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/475/GCA_949783475.1_Hvulgare_HOR_3474_BPGv2/GCA_949783475.1_Hvulgare_HOR_3474_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/475/GCA_949783475.1_Hvulgare_HOR_3474_BPGv2/GCA_949783475.1_Hvulgare_HOR_3474_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/475/GCA_949783475.1_Hvulgare_HOR_3474_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783485.1	Hvulgare_HOR_2779_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/485/GCA_949783485.1_Hvulgare_HOR_2779_BPGv2/GCA_949783485.1_Hvulgare_HOR_2779_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/485/GCA_949783485.1_Hvulgare_HOR_2779_BPGv2/GCA_949783485.1_Hvulgare_HOR_2779_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/485/GCA_949783485.1_Hvulgare_HOR_2779_BPGv2/GCA_949783485.1_Hvulgare_HOR_2779_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/485/GCA_949783485.1_Hvulgare_HOR_2779_BPGv2/GCA_949783485.1_Hvulgare_HOR_2779_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/485/GCA_949783485.1_Hvulgare_HOR_2779_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783495.1	Hvulgare_HOR_3081_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/495/GCA_949783495.1_Hvulgare_HOR_3081_BPGv2/GCA_949783495.1_Hvulgare_HOR_3081_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/495/GCA_949783495.1_Hvulgare_HOR_3081_BPGv2/GCA_949783495.1_Hvulgare_HOR_3081_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/495/GCA_949783495.1_Hvulgare_HOR_3081_BPGv2/GCA_949783495.1_Hvulgare_HOR_3081_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/495/GCA_949783495.1_Hvulgare_HOR_3081_BPGv2/GCA_949783495.1_Hvulgare_HOR_3081_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/495/GCA_949783495.1_Hvulgare_HOR_3081_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
